stock_key,market,code,official_name
stock:300083.SZ,SZ,300083,创世纪
stock:300084.SZ,SZ,300084,海默科技
stock:300085.SZ,SZ,300085,银之杰
stock:300086.SZ,SZ,300086,康芝药业
stock:300087.SZ,SZ,300087,荃银高科
stock:300088.SZ,SZ,300088,长信科技
stock:300091.SZ,SZ,300091,*ST金灵
stock:300092.SZ,SZ,300092,科新机电
stock:300093.SZ,SZ,300093,*ST金刚
stock:300094.SZ,SZ,300094,国联水产
stock:300095.SZ,SZ,300095,华伍股份
stock:300096.SZ,SZ,300096,ST易联众
stock:300097.SZ,SZ,300097,智云股份
stock:300098.SZ,SZ,300098,高新兴
stock:300099.SZ,SZ,300099,尤洛卡
stock:300100.SZ,SZ,300100,双林股份
stock:300101.SZ,SZ,300101,振芯科技
stock:300102.SZ,SZ,300102,乾照光电
stock:300103.SZ,SZ,300103,达刚控股
stock:300105.SZ,SZ,300105,龙源技术
stock:300106.SZ,SZ,300106,西部牧业
stock:300107.SZ,SZ,300107,建新股份
stock:300109.SZ,SZ,300109,新开源
stock:300110.SZ,SZ,300110,华仁药业
stock:300111.SZ,SZ,300111,向日葵
stock:300112.SZ,SZ,300112,万讯自控
stock:300113.SZ,SZ,300113,顺网科技
stock:300115.SZ,SZ,300115,长盈精密
stock:300118.SZ,SZ,300118,东方日升
stock:300119.SZ,SZ,300119,瑞普生物
stock:300120.SZ,SZ,300120,经纬辉开
stock:300121.SZ,SZ,300121,阳谷华泰
stock:300122.SZ,SZ,300122,智飞生物
stock:300123.SZ,SZ,300123,亚光科技
stock:300124.SZ,SZ,300124,汇川技术
stock:300125.SZ,SZ,300125,*ST聆达
stock:300126.SZ,SZ,300126,锐奇股份
stock:300127.SZ,SZ,300127,银河磁体
stock:300128.SZ,SZ,300128,锦富技术
stock:300129.SZ,SZ,300129,泰胜风能
stock:300130.SZ,SZ,300130,新国都
stock:300131.SZ,SZ,300131,英唐智控
stock:300132.SZ,SZ,300132,青松股份
stock:300133.SZ,SZ,300133,华策影视
stock:300134.SZ,SZ,300134,大富科技
stock:300135.SZ,SZ,300135,宝利国际
stock:300136.SZ,SZ,300136,信维通信
stock:300137.SZ,SZ,300137,先河环保
stock:300138.SZ,SZ,300138,晨光生物
stock:300139.SZ,SZ,300139,晓程科技
stock:300140.SZ,SZ,300140,节能环境
stock:300141.SZ,SZ,300141,和顺电气
stock:300142.SZ,SZ,300142,沃森生物
stock:300143.SZ,SZ,300143,盈康生命
stock:300144.SZ,SZ,300144,宋城演艺
stock:300145.SZ,SZ,300145,南方泵业
stock:300146.SZ,SZ,300146,汤臣倍健
stock:300147.SZ,SZ,300147,ST香雪
stock:300148.SZ,SZ,300148,天舟文化
stock:300149.SZ,SZ,300149,睿智医药
stock:300150.SZ,SZ,300150,世纪瑞尔
stock:300151.SZ,SZ,300151,昌红科技
stock:300152.SZ,SZ,300152,ST新动力
stock:300153.SZ,SZ,300153,科泰电源
stock:300154.SZ,SZ,300154,瑞凌股份
stock:300155.SZ,SZ,300155,安居宝
stock:300157.SZ,SZ,300157,新锦动力
stock:300158.SZ,SZ,300158,振东制药
stock:300159.SZ,SZ,300159,*ST新研
stock:300160.SZ,SZ,300160,秀强股份
stock:300161.SZ,SZ,300161,华中数控
stock:300162.SZ,SZ,300162,雷曼光电
stock:300163.SZ,SZ,300163,先锋新材
stock:300164.SZ,SZ,300164,通源石油
stock:300165.SZ,SZ,300165,天瑞仪器
stock:300166.SZ,SZ,300166,东方国信
stock:300167.SZ,SZ,300167,ST迪威迅
stock:300168.SZ,SZ,300168,万达信息
stock:300169.SZ,SZ,300169,天晟新材
stock:300170.SZ,SZ,300170,汉得信息
stock:300171.SZ,SZ,300171,东富龙
stock:300172.SZ,SZ,300172,中电环保
stock:300173.SZ,SZ,300173,ST福能
stock:300174.SZ,SZ,300174,元力股份
stock:300175.SZ,SZ,300175,ST朗源
stock:300176.SZ,SZ,300176,鸿特科技
stock:300177.SZ,SZ,300177,中海达
stock:300179.SZ,SZ,300179,四方达
stock:300180.SZ,SZ,300180,华峰超纤
stock:300181.SZ,SZ,300181,佐力药业
stock:300182.SZ,SZ,300182,捷成股份
stock:300183.SZ,SZ,300183,东软载波
stock:300184.SZ,SZ,300184,力源信息
stock:300185.SZ,SZ,300185,通裕重工
stock:300187.SZ,SZ,300187,永清环保
stock:300188.SZ,SZ,300188,国投智能
stock:300189.SZ,SZ,300189,神农种业
stock:300190.SZ,SZ,300190,维尔利
stock:300191.SZ,SZ,300191,潜能恒信
stock:300192.SZ,SZ,300192,科德教育
stock:300193.SZ,SZ,300193,佳士科技
stock:300194.SZ,SZ,300194,福安药业
stock:300195.SZ,SZ,300195,长荣股份
stock:300196.SZ,SZ,300196,长海股份
stock:300197.SZ,SZ,300197,节能铁汉
stock:300198.SZ,SZ,300198,ST纳川
stock:300199.SZ,SZ,300199,翰宇药业
stock:300200.SZ,SZ,300200,高盟新材
stock:300201.SZ,SZ,300201,海伦哲
stock:300203.SZ,SZ,300203,聚光科技
stock:300204.SZ,SZ,300204,舒泰神
stock:300205.SZ,SZ,300205,*ST天喻
stock:300206.SZ,SZ,300206,理邦仪器
stock:300207.SZ,SZ,300207,欣旺达
stock:300209.SZ,SZ,300209,行云科技
stock:300210.SZ,SZ,300210,森远股份
stock:300211.SZ,SZ,300211,*ST亿通
stock:300212.SZ,SZ,300212,易华录
stock:300213.SZ,SZ,300213,佳讯飞鸿
stock:300214.SZ,SZ,300214,日科化学
stock:300215.SZ,SZ,300215,电科院
stock:300217.SZ,SZ,300217,东方电热
stock:300218.SZ,SZ,300218,安利股份
stock:300219.SZ,SZ,300219,鸿利智汇
stock:300220.SZ,SZ,300220,金运激光
stock:300221.SZ,SZ,300221,银禧科技
stock:300222.SZ,SZ,300222,科大智能
stock:300223.SZ,SZ,300223,北京君正
stock:300224.SZ,SZ,300224,正海磁材
stock:300225.SZ,SZ,300225,*ST金泰
stock:300226.SZ,SZ,300226,上海钢联
stock:300227.SZ,SZ,300227,光韵达
stock:300228.SZ,SZ,300228,富瑞特装
stock:300229.SZ,SZ,300229,拓尔思
stock:300230.SZ,SZ,300230,永利股份
stock:300231.SZ,SZ,300231,银信科技
stock:300232.SZ,SZ,300232,洲明科技
stock:300233.SZ,SZ,300233,金城医药
stock:300234.SZ,SZ,300234,开尔新材
stock:300235.SZ,SZ,300235,方直科技
stock:300236.SZ,SZ,300236,上海新阳
stock:300237.SZ,SZ,300237,ST美晨
stock:300238.SZ,SZ,300238,冠昊生物
stock:300239.SZ,SZ,300239,东宝生物
stock:300240.SZ,SZ,300240,飞力达
stock:300241.SZ,SZ,300241,瑞丰光电
stock:300242.SZ,SZ,300242,佳云科技
stock:300243.SZ,SZ,300243,瑞丰高材
stock:300244.SZ,SZ,300244,迪安诊断
stock:300245.SZ,SZ,300245,天玑科技
stock:300246.SZ,SZ,300246,宝莱特
stock:300247.SZ,SZ,300247,融捷健康
stock:300248.SZ,SZ,300248,新开普
stock:300249.SZ,SZ,300249,依米康
stock:300250.SZ,SZ,300250,初灵信息
stock:300251.SZ,SZ,300251,光线传媒
stock:300252.SZ,SZ,300252,金信诺
stock:300253.SZ,SZ,300253,卫宁健康
stock:300254.SZ,SZ,300254,仟源医药
stock:300255.SZ,SZ,300255,常山药业
stock:300256.SZ,SZ,300256,星星科技
stock:300257.SZ,SZ,300257,开山股份
stock:300258.SZ,SZ,300258,精锻科技
stock:300259.SZ,SZ,300259,新天科技
stock:300260.SZ,SZ,300260,新莱应材
stock:300261.SZ,SZ,300261,雅本化学
stock:300263.SZ,SZ,300263,隆华科技
stock:300264.SZ,SZ,300264,佳创视讯
stock:300265.SZ,SZ,300265,通光线缆
stock:300266.SZ,SZ,300266,兴源环境
stock:300267.SZ,SZ,300267,尔康制药
stock:300268.SZ,SZ,300268,*ST佳沃
stock:300269.SZ,SZ,300269,联建光电
stock:300270.SZ,SZ,300270,中威电子
stock:300271.SZ,SZ,300271,华宇软件
stock:300272.SZ,SZ,300272,开能健康
stock:300274.SZ,SZ,300274,阳光电源
stock:300275.SZ,SZ,300275,梅安森
stock:300276.SZ,SZ,300276,三丰智能
stock:300277.SZ,SZ,300277,汽轮科技
stock:300278.SZ,SZ,300278,华昌达
stock:300279.SZ,SZ,300279,和晶科技
stock:300281.SZ,SZ,300281,金明精机
stock:300283.SZ,SZ,300283,温州宏丰
stock:300284.SZ,SZ,300284,苏交科
stock:300285.SZ,SZ,300285,国瓷材料
stock:300286.SZ,SZ,300286,安科瑞
stock:300287.SZ,SZ,300287,飞利信
stock:300288.SZ,SZ,300288,朗玛信息
stock:300289.SZ,SZ,300289,利德曼
stock:300290.SZ,SZ,300290,荣科科技
stock:300291.SZ,SZ,300291,百纳千成
stock:300292.SZ,SZ,300292,吴通控股
stock:300293.SZ,SZ,300293,蓝英装备
stock:300294.SZ,SZ,300294,博雅生物
stock:300295.SZ,SZ,300295,三六五网
stock:300296.SZ,SZ,300296,利亚德
stock:300298.SZ,SZ,300298,三诺生物
stock:300299.SZ,SZ,300299,富春股份
stock:300300.SZ,SZ,300300,海峡创新
stock:300301.SZ,SZ,300301,ST长方
stock:300302.SZ,SZ,300302,同有科技
stock:300303.SZ,SZ,300303,聚飞光电
stock:300304.SZ,SZ,300304,云意电气
stock:300305.SZ,SZ,300305,裕兴股份
stock:300306.SZ,SZ,300306,远方信息
stock:300307.SZ,SZ,300307,慈星股份
stock:300308.SZ,SZ,300308,中际旭创
stock:300310.SZ,SZ,300310,宜通世纪
stock:300311.SZ,SZ,300311,ST任子行
stock:300313.SZ,SZ,300313,*ST天山
stock:300314.SZ,SZ,300314,戴维医疗
stock:300315.SZ,SZ,300315,掌趣科技
stock:300316.SZ,SZ,300316,晶盛机电
stock:300317.SZ,SZ,300317,珈伟新能
stock:300318.SZ,SZ,300318,博晖创新
stock:300319.SZ,SZ,300319,麦捷科技
stock:300320.SZ,SZ,300320,海达股份
stock:300321.SZ,SZ,300321,同大股份
stock:300322.SZ,SZ,300322,硕贝德
stock:300323.SZ,SZ,300323,华灿光电
stock:300324.SZ,SZ,300324,旋极信息
stock:300326.SZ,SZ,300326,ST凯利
stock:300327.SZ,SZ,300327,中颖电子
stock:300328.SZ,SZ,300328,宜安科技
stock:300329.SZ,SZ,300329,海伦钢琴
stock:300331.SZ,SZ,300331,苏大维格
stock:300332.SZ,SZ,300332,天壕能源
stock:300333.SZ,SZ,300333,兆日科技
stock:300334.SZ,SZ,300334,津膜科技
stock:300335.SZ,SZ,300335,迪森股份
stock:300337.SZ,SZ,300337,银邦股份
stock:300338.SZ,SZ,300338,ST开元
stock:300339.SZ,SZ,300339,润和软件
stock:300340.SZ,SZ,300340,科恒股份
stock:300341.SZ,SZ,300341,麦克奥迪
stock:300342.SZ,SZ,300342,天银机电
stock:300343.SZ,SZ,300343,ST联创
stock:300344.SZ,SZ,300344,立方退
stock:300345.SZ,SZ,300345,华民股份
stock:300346.SZ,SZ,300346,南大光电
stock:300347.SZ,SZ,300347,泰格医药
stock:300348.SZ,SZ,300348,长亮科技
stock:300349.SZ,SZ,300349,金卡智能
stock:300350.SZ,SZ,300350,华鹏飞
stock:300351.SZ,SZ,300351,永贵电器
stock:300352.SZ,SZ,300352,北信源
stock:300353.SZ,SZ,300353,东土科技
stock:300354.SZ,SZ,300354,东华测试
stock:300355.SZ,SZ,300355,蒙草生态
stock:300357.SZ,SZ,300357,我武生物
stock:300358.SZ,SZ,300358,楚天科技
stock:300359.SZ,SZ,300359,全通教育
stock:300360.SZ,SZ,300360,炬华科技
stock:300363.SZ,SZ,300363,博腾股份
stock:300364.SZ,SZ,300364,中文在线
stock:300365.SZ,SZ,300365,恒华科技
stock:300366.SZ,SZ,300366,ST创意
stock:300368.SZ,SZ,300368,汇金股份
stock:300369.SZ,SZ,300369,绿盟科技
stock:300370.SZ,SZ,300370,安控科技
stock:300371.SZ,SZ,300371,汇中股份
stock:300373.SZ,SZ,300373,扬杰科技
stock:300374.SZ,SZ,300374,中铁装配
stock:300375.SZ,SZ,300375,鹏翎股份
stock:300376.SZ,SZ,300376,易事特
stock:300377.SZ,SZ,300377,赢时胜
stock:300378.SZ,SZ,300378,鼎捷数智
stock:300380.SZ,SZ,300380,安硕信息
stock:300381.SZ,SZ,300381,溢多利
stock:300382.SZ,SZ,300382,斯莱克
stock:300383.SZ,SZ,300383,光环新网
stock:300384.SZ,SZ,300384,三联虹普
stock:300385.SZ,SZ,300385,雪浪环境
stock:300386.SZ,SZ,300386,飞天诚信
stock:300387.SZ,SZ,300387,富邦科技
stock:300388.SZ,SZ,300388,节能国祯
stock:300389.SZ,SZ,300389,艾比森
stock:300390.SZ,SZ,300390,天华新能
stock:300391.SZ,SZ,300391,长药退
stock:300393.SZ,SZ,300393,中来股份
stock:300394.SZ,SZ,300394,天孚通信
stock:300395.SZ,SZ,300395,菲利华
stock:300396.SZ,SZ,300396,迪瑞医疗
stock:300397.SZ,SZ,300397,天和防务
stock:300398.SZ,SZ,300398,飞凯材料
stock:300399.SZ,SZ,300399,天利科技
stock:300400.SZ,SZ,300400,劲拓股份
stock:300401.SZ,SZ,300401,花园生物
stock:300402.SZ,SZ,300402,宝色股份
stock:300403.SZ,SZ,300403,汉宇集团
stock:300404.SZ,SZ,300404,博济医药
stock:300405.SZ,SZ,300405,科隆股份
stock:300406.SZ,SZ,300406,九强生物
stock:300407.SZ,SZ,300407,凯发电气
stock:300408.SZ,SZ,300408,三环集团
stock:300409.SZ,SZ,300409,道氏技术
stock:300410.SZ,SZ,300410,正业科技
stock:300411.SZ,SZ,300411,金盾股份
stock:300412.SZ,SZ,300412,迦南科技
stock:300413.SZ,SZ,300413,芒果超媒
stock:300414.SZ,SZ,300414,中光防雷
stock:300415.SZ,SZ,300415,伊之密
stock:300416.SZ,SZ,300416,苏试试验
stock:300417.SZ,SZ,300417,南华仪器
stock:300418.SZ,SZ,300418,昆仑万维
stock:300419.SZ,SZ,300419,ST浩丰
stock:300420.SZ,SZ,300420,五洋自控
stock:300421.SZ,SZ,300421,力星股份
stock:300422.SZ,SZ,300422,博世科
stock:300423.SZ,SZ,300423,昇辉科技
stock:300424.SZ,SZ,300424,航新科技
stock:300425.SZ,SZ,300425,中建环能
stock:300426.SZ,SZ,300426,华智数媒
stock:300427.SZ,SZ,300427,红相股份
stock:300428.SZ,SZ,300428,立中集团
stock:300429.SZ,SZ,300429,强力新材
stock:300430.SZ,SZ,300430,诚益通
stock:300432.SZ,SZ,300432,富临精工
stock:300433.SZ,SZ,300433,蓝思科技
stock:300434.SZ,SZ,300434,金石亚药
stock:300435.SZ,SZ,300435,中泰股份
stock:300436.SZ,SZ,300436,广生堂
stock:300437.SZ,SZ,300437,清水源
stock:300438.SZ,SZ,300438,鹏辉能源
stock:300439.SZ,SZ,300439,美康生物
stock:300440.SZ,SZ,300440,运达科技
stock:300441.SZ,SZ,300441,鲍斯股份
stock:300442.SZ,SZ,300442,润泽科技
stock:300443.SZ,SZ,300443,金雷股份
stock:300444.SZ,SZ,300444,双杰电气
stock:300445.SZ,SZ,300445,康斯特
stock:300446.SZ,SZ,300446,航天智造
stock:300447.SZ,SZ,300447,全信股份
stock:300448.SZ,SZ,300448,浩云科技
stock:300449.SZ,SZ,300449,汉邦高科
stock:300450.SZ,SZ,300450,先导智能
stock:300451.SZ,SZ,300451,创业慧康
stock:300452.SZ,SZ,300452,山河药辅
stock:300453.SZ,SZ,300453,三鑫医疗
stock:300454.SZ,SZ,300454,深信服
stock:300455.SZ,SZ,300455,航天智装
stock:300456.SZ,SZ,300456,赛微电子
stock:300457.SZ,SZ,300457,赢合科技
stock:300458.SZ,SZ,300458,全志科技
stock:300459.SZ,SZ,300459,汤姆猫
stock:300460.SZ,SZ,300460,ST惠伦
stock:300461.SZ,SZ,300461,田中精机
stock:300462.SZ,SZ,300462,ST华铭
stock:300463.SZ,SZ,300463,迈克生物
stock:300464.SZ,SZ,300464,星徽股份
stock:300465.SZ,SZ,300465,高伟达
stock:300466.SZ,SZ,300466,赛摩智能
stock:300467.SZ,SZ,300467,迅游科技
stock:300468.SZ,SZ,300468,四方精创
stock:300469.SZ,SZ,300469,信息发展
stock:300470.SZ,SZ,300470,中密控股
stock:300471.SZ,SZ,300471,厚普股份
stock:300472.SZ,SZ,300472,*ST新元
stock:300473.SZ,SZ,300473,德尔股份
stock:300474.SZ,SZ,300474,景嘉微
stock:300475.SZ,SZ,300475,香农芯创
stock:300476.SZ,SZ,300476,胜宏科技
stock:300477.SZ,SZ,300477,ST合纵
stock:300478.SZ,SZ,300478,杭州高新
stock:300479.SZ,SZ,300479,神思电子
stock:300480.SZ,SZ,300480,光力科技
stock:300481.SZ,SZ,300481,濮阳惠成
stock:300482.SZ,SZ,300482,万孚生物
stock:300483.SZ,SZ,300483,首华燃气
stock:300484.SZ,SZ,300484,蓝海华腾
stock:300485.SZ,SZ,300485,赛升药业
stock:300486.SZ,SZ,300486,东杰智能
stock:300487.SZ,SZ,300487,蓝晓科技
stock:300488.SZ,SZ,300488,恒锋工具
stock:300489.SZ,SZ,300489,光智科技
stock:300490.SZ,SZ,300490,华自科技
stock:300491.SZ,SZ,300491,通合科技
stock:300492.SZ,SZ,300492,华图山鼎
stock:300493.SZ,SZ,300493,润欣科技
stock:300494.SZ,SZ,300494,盛天网络
stock:300496.SZ,SZ,300496,中科创达
stock:300497.SZ,SZ,300497,富祥药业
stock:300498.SZ,SZ,300498,温氏股份
stock:300499.SZ,SZ,300499,高澜股份
stock:300500.SZ,SZ,300500,启迪设计
stock:300501.SZ,SZ,300501,海顺新材
stock:300502.SZ,SZ,300502,新易盛
stock:300503.SZ,SZ,300503,昊志机电
stock:300504.SZ,SZ,300504,天邑股份
stock:300505.SZ,SZ,300505,川金诺
stock:300506.SZ,SZ,300506,ST名家汇
stock:300507.SZ,SZ,300507,苏奥传感
stock:300508.SZ,SZ,300508,维宏股份
stock:300509.SZ,SZ,300509,新美星
stock:300510.SZ,SZ,300510,金冠股份
stock:300511.SZ,SZ,300511,雪榕生物
stock:300512.SZ,SZ,300512,中亚股份
stock:300513.SZ,SZ,300513,恒实科技
stock:300514.SZ,SZ,300514,友讯达
stock:300515.SZ,SZ,300515,三德科技
stock:300516.SZ,SZ,300516,久之洋
stock:300517.SZ,SZ,300517,海波重科
stock:300518.SZ,SZ,300518,新迅达
stock:300519.SZ,SZ,300519,新光药业
stock:300520.SZ,SZ,300520,科大国创
stock:300521.SZ,SZ,300521,爱司凯
stock:300522.SZ,SZ,300522,世名科技
stock:300523.SZ,SZ,300523,辰安科技
stock:300525.SZ,SZ,300525,博思软件
stock:300527.SZ,SZ,300527,ST应急
stock:300528.SZ,SZ,300528,幸福蓝海
stock:300529.SZ,SZ,300529,健帆生物
stock:300530.SZ,SZ,300530,领湃科技
stock:300531.SZ,SZ,300531,优博讯
stock:300532.SZ,SZ,300532,今天国际
stock:300533.SZ,SZ,300533,冰川网络
stock:300534.SZ,SZ,300534,陇神戎发
stock:300535.SZ,SZ,300535,达威股份
stock:300536.SZ,SZ,300536,农尚环境
stock:300537.SZ,SZ,300537,广信材料
stock:300538.SZ,SZ,300538,同益股份
stock:300539.SZ,SZ,300539,横河精密
stock:300540.SZ,SZ,300540,蜀道装备
stock:300541.SZ,SZ,300541,先进数通
stock:300542.SZ,SZ,300542,新晨科技
stock:300543.SZ,SZ,300543,朗科智能
stock:300545.SZ,SZ,300545,联得装备
stock:300546.SZ,SZ,300546,雄帝科技
stock:300547.SZ,SZ,300547,川环科技
stock:300548.SZ,SZ,300548,长芯博创
stock:300549.SZ,SZ,300549,优德精密
stock:300550.SZ,SZ,300550,和仁科技
stock:300551.SZ,SZ,300551,古鳌科技
stock:300552.SZ,SZ,300552,万集科技
stock:300553.SZ,SZ,300553,集智股份
stock:300554.SZ,SZ,300554,三超新材
stock:300555.SZ,SZ,300555,ST路通
stock:300556.SZ,SZ,300556,丝路视觉
stock:300557.SZ,SZ,300557,理工光科
stock:300558.SZ,SZ,300558,贝达药业
stock:300559.SZ,SZ,300559,佳发教育
stock:300560.SZ,SZ,300560,中富通
stock:300561.SZ,SZ,300561,*ST汇科
stock:300562.SZ,SZ,300562,乐心医疗
stock:300563.SZ,SZ,300563,神宇股份
stock:300564.SZ,SZ,300564,筑博设计
stock:300565.SZ,SZ,300565,科信技术
stock:300566.SZ,SZ,300566,激智科技
stock:300567.SZ,SZ,300567,精测电子
stock:300568.SZ,SZ,300568,星源材质
stock:300569.SZ,SZ,300569,天能重工
stock:300570.SZ,SZ,300570,太辰光
stock:300571.SZ,SZ,300571,平治信息
stock:300572.SZ,SZ,300572,安车检测
stock:300573.SZ,SZ,300573,兴齐眼药
stock:300575.SZ,SZ,300575,中旗股份
stock:300576.SZ,SZ,300576,容大感光
stock:300577.SZ,SZ,300577,开润股份
stock:300578.SZ,SZ,300578,会畅科技
stock:300579.SZ,SZ,300579,数字认证
stock:300580.SZ,SZ,300580,贝斯特
stock:300581.SZ,SZ,300581,晨曦航空
stock:300582.SZ,SZ,300582,英飞特
stock:300583.SZ,SZ,300583,赛托生物
stock:300584.SZ,SZ,300584,海辰药业
stock:300585.SZ,SZ,300585,奥联电子
stock:300586.SZ,SZ,300586,美联新材
stock:300587.SZ,SZ,300587,天铁科技
stock:300588.SZ,SZ,300588,熙菱信息
stock:300589.SZ,SZ,300589,江龙船艇
stock:300590.SZ,SZ,300590,移为通信
stock:300591.SZ,SZ,300591,万里马
stock:300592.SZ,SZ,300592,华凯易佰
stock:300593.SZ,SZ,300593,新雷能
stock:300594.SZ,SZ,300594,朗进科技
stock:300595.SZ,SZ,300595,欧普康视
stock:300596.SZ,SZ,300596,利安隆
stock:300597.SZ,SZ,300597,吉大通信
stock:300598.SZ,SZ,300598,诚迈科技
stock:300599.SZ,SZ,300599,雄塑科技
stock:300600.SZ,SZ,300600,国瑞科技
stock:300601.SZ,SZ,300601,康泰生物
stock:300602.SZ,SZ,300602,飞荣达
stock:300603.SZ,SZ,300603,立昂技术
stock:300604.SZ,SZ,300604,长川科技
stock:300605.SZ,SZ,300605,恒锋信息
stock:300606.SZ,SZ,300606,金太阳
stock:300607.SZ,SZ,300607,拓斯达
stock:300608.SZ,SZ,300608,思特奇
stock:300609.SZ,SZ,300609,汇纳科技
stock:300610.SZ,SZ,300610,晨化股份
stock:300611.SZ,SZ,300611,美力科技
stock:300612.SZ,SZ,300612,宣亚国际
stock:300613.SZ,SZ,300613,富瀚微
stock:300614.SZ,SZ,300614,百川畅银
stock:300615.SZ,SZ,300615,欣天科技
stock:300616.SZ,SZ,300616,尚品宅配
stock:300617.SZ,SZ,300617,安靠智电
stock:300618.SZ,SZ,300618,寒锐钴业
stock:300619.SZ,SZ,300619,金银河
stock:300620.SZ,SZ,300620,光库科技
stock:300621.SZ,SZ,300621,维业股份
stock:300622.SZ,SZ,300622,博士眼镜
stock:300623.SZ,SZ,300623,捷捷微电
stock:300624.SZ,SZ,300624,万兴科技
stock:300625.SZ,SZ,300625,三雄极光
stock:300626.SZ,SZ,300626,华瑞股份
stock:300627.SZ,SZ,300627,华测导航
stock:300628.SZ,SZ,300628,亿联网络
stock:300629.SZ,SZ,300629,新劲刚
stock:300631.SZ,SZ,300631,久吾高科
stock:300632.SZ,SZ,300632,光莆股份
stock:300633.SZ,SZ,300633,开立医疗
stock:300634.SZ,SZ,300634,彩讯股份
stock:300635.SZ,SZ,300635,中达安
stock:300636.SZ,SZ,300636,同和药业
stock:300637.SZ,SZ,300637,扬帆新材
stock:300638.SZ,SZ,300638,广和通
stock:300639.SZ,SZ,300639,凯普生物
stock:300640.SZ,SZ,300640,德艺文创
stock:300641.SZ,SZ,300641,正丹股份
stock:300642.SZ,SZ,300642,透景生命
stock:300643.SZ,SZ,300643,万通智控
stock:300644.SZ,SZ,300644,南京聚隆
stock:300645.SZ,SZ,300645,正元智慧
stock:300647.SZ,SZ,300647,超频三
stock:300648.SZ,SZ,300648,星云股份
stock:300649.SZ,SZ,300649,杭州园林
stock:300650.SZ,SZ,300650,太龙股份
stock:300651.SZ,SZ,300651,金陵体育
stock:300652.SZ,SZ,300652,雷迪克
stock:300653.SZ,SZ,300653,正海生物
stock:300654.SZ,SZ,300654,世纪天鸿
stock:300655.SZ,SZ,300655,晶瑞电材
stock:300656.SZ,SZ,300656,民德电子
stock:300657.SZ,SZ,300657,弘信电子
stock:300658.SZ,SZ,300658,延江股份
stock:300659.SZ,SZ,300659,中孚信息
stock:300660.SZ,SZ,300660,江苏雷利
stock:300661.SZ,SZ,300661,圣邦股份
stock:300662.SZ,SZ,300662,科锐国际
stock:300663.SZ,SZ,300663,科蓝软件
stock:300664.SZ,SZ,300664,鹏鹞环保
stock:300665.SZ,SZ,300665,飞鹿股份
stock:300666.SZ,SZ,300666,江丰电子
stock:300667.SZ,SZ,300667,必创科技
stock:300668.SZ,SZ,300668,杰恩设计
stock:300669.SZ,SZ,300669,沪宁股份
stock:300670.SZ,SZ,300670,大烨智能
stock:300671.SZ,SZ,300671,富满微
stock:300672.SZ,SZ,300672,国科微
stock:300673.SZ,SZ,300673,佩蒂股份
stock:300674.SZ,SZ,300674,宇信科技
stock:300675.SZ,SZ,300675,建科院
stock:300676.SZ,SZ,300676,华大基因
stock:300677.SZ,SZ,300677,英科医疗
stock:300678.SZ,SZ,300678,中科信息
stock:300679.SZ,SZ,300679,电连技术
stock:300680.SZ,SZ,300680,隆盛科技
stock:300681.SZ,SZ,300681,英搏尔
stock:300682.SZ,SZ,300682,朗新科技
stock:300683.SZ,SZ,300683,海特生物
stock:300684.SZ,SZ,300684,中石科技
stock:300685.SZ,SZ,300685,艾德生物
stock:300686.SZ,SZ,300686,智动力
stock:300687.SZ,SZ,300687,赛意信息
stock:300688.SZ,SZ,300688,创业黑马
stock:300689.SZ,SZ,300689,澄天伟业
stock:300690.SZ,SZ,300690,双一科技
stock:300691.SZ,SZ,300691,联合光电
stock:300692.SZ,SZ,300692,中赋科技
stock:300693.SZ,SZ,300693,盛弘股份
stock:300694.SZ,SZ,300694,蠡湖股份
stock:300695.SZ,SZ,300695,兆丰股份
stock:300696.SZ,SZ,300696,爱乐达
stock:300697.SZ,SZ,300697,电工合金
stock:300698.SZ,SZ,300698,万马科技
stock:300699.SZ,SZ,300699,光威复材
stock:300700.SZ,SZ,300700,岱勒新材
stock:300701.SZ,SZ,300701,森霸传感
stock:300702.SZ,SZ,300702,天宇股份
stock:300703.SZ,SZ,300703,创源股份
stock:300705.SZ,SZ,300705,九典制药
stock:300706.SZ,SZ,300706,阿石创
stock:300707.SZ,SZ,300707,威唐工业
stock:300708.SZ,SZ,300708,聚灿光电
stock:300709.SZ,SZ,300709,精研科技
stock:300710.SZ,SZ,300710,万隆光电
stock:300711.SZ,SZ,300711,广哈通信
stock:300712.SZ,SZ,300712,永福股份
stock:300713.SZ,SZ,300713,英可瑞
stock:300715.SZ,SZ,300715,凯伦股份
stock:300716.SZ,SZ,300716,ST泉为
stock:300717.SZ,SZ,300717,华信新材
stock:300718.SZ,SZ,300718,长盛轴承
stock:300719.SZ,SZ,300719,安达维尔
stock:300720.SZ,SZ,300720,海川智能
stock:300721.SZ,SZ,300721,怡达股份
stock:300722.SZ,SZ,300722,新余国科
stock:300723.SZ,SZ,300723,一品红
stock:300724.SZ,SZ,300724,捷佳伟创
stock:300725.SZ,SZ,300725,药石科技
stock:300726.SZ,SZ,300726,宏达电子
stock:300727.SZ,SZ,300727,润禾材料
stock:300729.SZ,SZ,300729,乐歌股份
stock:300730.SZ,SZ,300730,科创信息
stock:300731.SZ,SZ,300731,科创新源
stock:300732.SZ,SZ,300732,设研院
stock:300733.SZ,SZ,300733,西菱动力
stock:300735.SZ,SZ,300735,光弘科技
stock:300736.SZ,SZ,300736,百邦科技
